Employee_ID,Age,Gender,Industry,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Sleep_Quality
EMP0252,32,Male,Education,Hybrid,32,0,4,High,Depression,Yes,No Change,3,Unsatisfied,Good
EMP0253,43,Prefer not to say,IT,Hybrid,23,8,3,Low,Anxiety,Yes,Increase,3,Neutral,Average
EMP0254,46,Prefer not to say,IT,Remote,22,13,3,Medium,Anxiety,No,Increase,3,Unsatisfied,Average
EMP0255,42,Prefer not to say,Education,Hybrid,33,11,5,Medium,Burnout,Yes,Decrease,2,Neutral,Good
EMP0256,27,Male,Education,Hybrid,32,13,3,Medium,Burnout,Yes,Decrease,5,Unsatisfied,Average
EMP0257,54,Prefer not to say,Retail,Onsite,51,0,1,Medium,Anxiety,No,Increase,2,Unsatisfied,Average
EMP0258,43,Male,Healthcare,Hybrid,49,11,3,Medium,Burnout,No,Decrease,3,Satisfied,Poor
EMP0259,31,Female,Education,Remote,30,9,1,Medium,Anxiety,No,No Change,1,Satisfied,Average
EMP0260,53,Non-binary,Education,Remote,25,9,2,Medium,Burnout,Yes,Increase,2,Neutral,Average
EMP0261,57,Non-binary,Manufacturing,Onsite,40,12,4,High,,No,Increase,3,Neutral,Poor
EMP0262,50,Non-binary,Finance,Onsite,32,13,1,Low,Burnout,No,No Change,1,Neutral,Good
EMP0263,37,Male,Education,Onsite,20,15,3,Medium,Burnout,No,No Change,1,Neutral,Average
EMP0264,58,Female,Retail,Hybrid,35,5,5,Medium,Depression,No,Decrease,3,Neutral,Poor
EMP0265,57,Non-binary,Manufacturing,Remote,49,2,1,Medium,Anxiety,No,No Change,4,Satisfied,Average
EMP0266,50,Prefer not to say,Retail,Onsite,34,5,4,Medium,Depression,Yes,No Change,3,Satisfied,Good
EMP0267,48,Male,Manufacturing,Hybrid,58,13,3,Medium,Burnout,No,Decrease,3,Satisfied,Average
EMP0268,43,Non-binary,Consulting,Onsite,26,4,4,Medium,Anxiety,No,Decrease,5,Unsatisfied,Average
EMP0269,58,Female,Retail,Onsite,36,7,4,Medium,Burnout,No,Increase,3,Unsatisfied,Poor
EMP0270,30,Male,Education,Hybrid,48,3,4,High,Depression,Yes,Increase,5,Neutral,Average
EMP0271,44,Non-binary,Finance,Onsite,57,5,4,High,Anxiety,Yes,Increase,5,Satisfied,Good
EMP0272,41,Prefer not to say,Finance,Hybrid,32,8,2,Medium,Depression,Yes,No Change,3,Satisfied,Poor
EMP0273,60,Female,Healthcare,Remote,55,7,4,Medium,Burnout,Yes,Decrease,1,Unsatisfied,Poor
EMP0274,58,Non-binary,Finance,Hybrid,28,3,3,High,Depression,No,Decrease,3,Neutral,Good
EMP0275,60,Prefer not to say,Consulting,Onsite,53,10,2,Low,Depression,No,Decrease,2,Satisfied,Poor
EMP0276,27,Non-binary,Finance,Onsite,36,10,4,Low,Depression,Yes,No Change,4,Satisfied,Good
EMP0277,38,Female,Manufacturing,Remote,54,7,4,High,Anxiety,No,Decrease,4,Satisfied,Average
EMP0278,56,Male,Healthcare,Remote,33,8,3,Low,Burnout,No,Increase,4,Neutral,Poor
EMP0279,31,Male,Finance,Onsite,39,1,4,Medium,,Yes,Decrease,2,Unsatisfied,Poor
EMP0280,37,Prefer not to say,Healthcare,Hybrid,33,11,1,Medium,Anxiety,No,No Change,4,Satisfied,Good
EMP0281,41,Female,Education,Hybrid,48,4,1,Low,Anxiety,Yes,No Change,3,Unsatisfied,Average
EMP0282,58,Male,Education,Remote,60,7,5,Medium,Depression,No,No Change,3,Satisfied,Average
EMP0283,49,Male,IT,Remote,24,1,1,Medium,,No,Decrease,5,Neutral,Good
EMP0284,23,Non-binary,Healthcare,Remote,28,7,5,High,Burnout,Yes,Increase,1,Unsatisfied,Average
EMP0285,24,Non-binary,Manufacturing,Hybrid,20,14,2,Low,Depression,No,Decrease,2,Neutral,Poor
EMP0286,41,Prefer not to say,Finance,Onsite,28,14,4,Medium,Anxiety,Yes,Decrease,1,Unsatisfied,Good
EMP0287,32,Female,Consulting,Remote,48,12,4,Medium,,No,Increase,5,Unsatisfied,Good
EMP0288,47,Prefer not to say,Healthcare,Hybrid,51,5,2,High,,Yes,Decrease,3,Neutral,Good
EMP0289,23,Non-binary,IT,Hybrid,39,5,4,Low,Anxiety,No,Decrease,5,Neutral,Poor
EMP0290,34,Prefer not to say,Retail,Remote,25,2,4,Medium,Anxiety,No,No Change,1,Neutral,Poor
EMP0291,42,Male,IT,Hybrid,53,12,1,High,,No,Decrease,4,Satisfied,Average
EMP0292,42,Prefer not to say,IT,Hybrid,44,13,4,High,Burnout,Yes,Decrease,4,Neutral,Average
EMP0293,33,Female,Education,Hybrid,31,3,3,Medium,Burnout,Yes,Increase,4,Neutral,Poor
EMP0294,40,Male,Healthcare,Onsite,58,2,5,Low,Depression,Yes,Decrease,3,Satisfied,Average
EMP0295,27,Male,Healthcare,Hybrid,26,5,4,Low,Depression,No,Decrease,5,Unsatisfied,Average
EMP0296,39,Prefer not to say,Consulting,Hybrid,20,4,3,Low,,Yes,Decrease,2,Satisfied,Good
EMP0297,42,Female,IT,Hybrid,28,14,3,Low,,No,No Change,1,Satisfied,Poor
EMP0298,22,Non-binary,Healthcare,Remote,35,14,5,Medium,Burnout,No,No Change,5,Neutral,Average
EMP0299,45,Female,Finance,Remote,30,14,2,Low,,No,Decrease,4,Neutral,Good
EMP0300,47,Female,Finance,Hybrid,28,0,1,Low,,No,Decrease,3,Satisfied,Poor
EMP0301,24,Non-binary,Retail,Remote,21,4,3,Medium,Anxiety,Yes,Decrease,5,Neutral,Average
EMP0302,48,Non-binary,IT,Remote,56,13,2,Medium,Depression,Yes,Decrease,4,Unsatisfied,Poor
EMP0303,60,Non-binary,Retail,Hybrid,25,10,3,High,Burnout,No,Increase,3,Satisfied,Good
EMP0304,41,Non-binary,Education,Remote,21,0,1,High,,Yes,No Change,2,Neutral,Average
EMP0305,49,Prefer not to say,Retail,Remote,50,2,4,Medium,Burnout,Yes,Decrease,5,Satisfied,Average
EMP0306,27,Prefer not to say,Finance,Onsite,50,3,5,High,Burnout,Yes,No Change,2,Unsatisfied,Good
EMP0307,35,Prefer not to say,Manufacturing,Hybrid,27,10,2,Low,Depression,Yes,Decrease,4,Unsatisfied,Average
EMP0308,23,Male,Consulting,Onsite,31,14,4,Medium,Depression,Yes,Increase,1,Satisfied,Average
EMP0309,24,Prefer not to say,Finance,Hybrid,45,11,3,Low,Anxiety,Yes,Increase,3,Satisfied,Good
EMP0310,41,Non-binary,Education,Remote,23,8,2,Medium,,Yes,No Change,2,Satisfied,Poor
EMP0311,41,Prefer not to say,IT,Onsite,42,14,3,Low,,Yes,No Change,3,Neutral,Good
EMP0312,43,Female,Finance,Onsite,37,8,1,Medium,,No,Decrease,2,Neutral,Good
EMP0313,30,Non-binary,IT,Onsite,40,7,5,Low,Anxiety,Yes,Increase,2,Neutral,Good
EMP0314,44,Male,Retail,Onsite,23,1,3,High,Depression,Yes,Decrease,2,Satisfied,Good
EMP0315,50,Male,Education,Remote,20,3,3,Medium,Burnout,Yes,Decrease,1,Satisfied,Poor
EMP0316,48,Non-binary,Manufacturing,Remote,51,8,5,Medium,Anxiety,No,Increase,2,Neutral,Poor
EMP0317,45,Male,IT,Onsite,46,1,2,Low,Depression,Yes,Decrease,3,Neutral,Good
EMP0318,60,Male,Education,Remote,37,7,2,Medium,Anxiety,Yes,Increase,1,Unsatisfied,Poor
EMP0319,51,Prefer not to say,Education,Onsite,42,4,2,Low,Burnout,No,No Change,1,Satisfied,Average
EMP0320,48,Prefer not to say,Retail,Hybrid,53,15,4,Low,,Yes,No Change,1,Neutral,Good
EMP0321,43,Female,Consulting,Hybrid,26,0,2,Low,Burnout,Yes,Increase,4,Neutral,Poor
EMP0322,23,Prefer not to say,Education,Onsite,48,9,3,Medium,,No,Increase,3,Unsatisfied,Good
EMP0323,32,Male,Education,Onsite,58,0,3,Low,Anxiety,Yes,Decrease,4,Neutral,Poor
EMP0324,44,Non-binary,Consulting,Hybrid,52,7,1,Medium,Burnout,Yes,Increase,1,Unsatisfied,Poor
EMP0325,36,Female,Finance,Hybrid,52,13,4,High,Anxiety,No,Decrease,3,Unsatisfied,Good
EMP0326,50,Male,Manufacturing,Onsite,49,7,2,Low,,Yes,Decrease,1,Satisfied,Poor
EMP0327,54,Non-binary,Consulting,Hybrid,55,4,2,High,Anxiety,No,Increase,5,Satisfied,Poor
EMP0328,54,Male,Healthcare,Remote,33,0,2,High,Depression,Yes,Increase,4,Satisfied,Average
EMP0329,33,Prefer not to say,Healthcare,Onsite,24,12,1,High,Depression,Yes,Increase,1,Neutral,Poor
EMP0330,47,Prefer not to say,Consulting,Onsite,21,15,5,Low,Depression,Yes,Increase,3,Unsatisfied,Average
EMP0331,25,Prefer not to say,Education,Remote,55,12,5,Low,Depression,No,Increase,3,Satisfied,Good
EMP0332,38,Male,Education,Remote,44,10,5,Medium,Depression,Yes,Decrease,1,Satisfied,Average
EMP0333,31,Female,Manufacturing,Onsite,24,7,4,Medium,,Yes,Decrease,5,Neutral,Good
EMP0334,58,Male,IT,Onsite,25,6,2,High,Anxiety,No,Increase,5,Unsatisfied,Poor
EMP0335,28,Prefer not to say,Education,Hybrid,40,0,4,High,Burnout,Yes,Increase,2,Satisfied,Good
EMP0336,54,Prefer not to say,IT,Hybrid,59,3,2,Low,Anxiety,Yes,Increase,2,Satisfied,Poor
EMP0337,60,Female,IT,Onsite,22,9,4,High,Burnout,Yes,Decrease,1,Unsatisfied,Poor
EMP0338,38,Non-binary,Consulting,Hybrid,47,15,5,Medium,,No,Increase,2,Neutral,Poor
EMP0339,31,Female,Finance,Hybrid,31,15,2,Low,Depression,No,Decrease,1,Unsatisfied,Good
EMP0340,42,Non-binary,IT,Onsite,41,5,5,High,,No,No Change,1,Neutral,Poor
EMP0341,52,Female,Manufacturing,Remote,52,0,1,High,Burnout,Yes,No Change,2,Unsatisfied,Good
EMP0342,41,Female,Finance,Hybrid,48,0,2,Low,Burnout,Yes,Decrease,5,Satisfied,Good
EMP0343,44,Male,Finance,Onsite,41,14,5,Medium,Depression,Yes,Increase,1,Unsatisfied,Poor
EMP0344,42,Female,Finance,Remote,21,7,3,High,Burnout,Yes,No Change,4,Satisfied,Average
EMP0345,53,Male,Healthcare,Hybrid,49,15,2,Low,Burnout,No,Decrease,2,Satisfied,Poor
EMP0346,52,Female,Education,Remote,32,7,4,High,Depression,No,Decrease,3,Unsatisfied,Good
EMP0347,23,Non-binary,Education,Remote,40,12,1,Medium,,Yes,No Change,1,Unsatisfied,Average
EMP0348,24,Female,Finance,Onsite,22,10,4,High,Burnout,Yes,No Change,3,Unsatisfied,Average
EMP0349,41,Prefer not to say,Consulting,Hybrid,44,9,3,Low,,Yes,Decrease,2,Neutral,Good
EMP0350,60,Prefer not to say,Manufacturing,Onsite,41,15,1,Medium,,Yes,Decrease,4,Unsatisfied,Good
EMP0351,25,Prefer not to say,Manufacturing,Remote,37,11,1,High,Burnout,Yes,Decrease,3,Unsatisfied,Average
EMP0352,55,Prefer not to say,Healthcare,Onsite,54,12,3,Medium,Anxiety,No,Increase,2,Neutral,Average
EMP0353,33,Non-binary,Retail,Onsite,31,3,1,Low,Depression,No,Decrease,2,Satisfied,Good
EMP0354,43,Prefer not to say,Consulting,Hybrid,53,13,2,Medium,Depression,Yes,Decrease,5,Unsatisfied,Average
EMP0355,59,Male,Education,Remote,23,13,5,Medium,Anxiety,Yes,Increase,4,Satisfied,Average
EMP0356,48,Male,Healthcare,Remote,58,3,1,Low,Depression,Yes,Increase,2,Satisfied,Good
EMP0357,31,Non-binary,Finance,Remote,26,7,1,Low,,No,Increase,2,Neutral,Good
EMP0358,28,Male,Manufacturing,Remote,46,7,3,Medium,,Yes,Decrease,4,Unsatisfied,Poor
EMP0359,49,Male,Manufacturing,Remote,20,7,3,Medium,Anxiety,No,Increase,4,Neutral,Average
EMP0360,56,Prefer not to say,Finance,Hybrid,56,0,2,Medium,Depression,Yes,Decrease,4,Satisfied,Good
EMP0361,56,Non-binary,Retail,Onsite,28,15,1,Medium,Burnout,No,Increase,1,Satisfied,Poor
EMP0362,51,Female,Consulting,Hybrid,39,2,1,Medium,,Yes,Increase,5,Satisfied,Average
EMP0363,38,Non-binary,Manufacturing,Onsite,22,10,4,Medium,,Yes,Increase,1,Satisfied,Average
EMP0364,40,Male,IT,Onsite,32,4,3,High,Anxiety,Yes,No Change,2,Unsatisfied,Good
EMP0365,56,Non-binary,Consulting,Hybrid,28,9,1,Low,,No,No Change,2,Neutral,Poor
EMP0366,33,Non-binary,IT,Hybrid,22,6,4,Medium,,No,Decrease,2,Neutral,Poor
EMP0367,45,Male,Manufacturing,Onsite,53,2,5,Medium,Depression,No,Increase,3,Neutral,Poor
EMP0368,55,Non-binary,IT,Hybrid,33,11,2,Medium,Anxiety,No,Decrease,2,Neutral,Good
EMP0369,39,Female,Manufacturing,Remote,34,5,1,High,Burnout,Yes,No Change,4,Satisfied,Good
EMP0370,58,Non-binary,Education,Remote,50,0,4,Low,Burnout,No,No Change,1,Neutral,Good
EMP0371,41,Non-binary,Healthcare,Onsite,28,1,1,Medium,,Yes,Decrease,1,Satisfied,Average
EMP0372,57,Prefer not to say,Healthcare,Onsite,51,7,4,Medium,,No,Increase,2,Unsatisfied,Good
EMP0373,31,Female,Education,Remote,35,0,5,High,Depression,No,No Change,5,Neutral,Good
EMP0374,34,Prefer not to say,Healthcare,Remote,39,8,3,Medium,,Yes,Increase,2,Unsatisfied,Average
EMP0375,39,Prefer not to say,Healthcare,Hybrid,58,14,1,High,,Yes,Increase,1,Unsatisfied,Poor
EMP0376,29,Non-binary,IT,Hybrid,34,3,3,Low,Anxiety,No,Decrease,2,Neutral,Good
EMP0377,31,Prefer not to say,IT,Hybrid,48,4,1,Medium,,No,Decrease,2,Neutral,Poor
EMP0378,30,Female,Healthcare,Remote,52,0,5,High,Burnout,No,No Change,3,Unsatisfied,Good
EMP0379,53,Prefer not to say,Healthcare,Remote,59,8,5,High,,Yes,Increase,3,Neutral,Good
EMP0380,27,Male,Consulting,Remote,32,14,2,High,Burnout,No,Decrease,5,Neutral,Poor
EMP0381,39,Male,Education,Remote,41,4,3,Medium,,Yes,Increase,4,Unsatisfied,Average
EMP0382,59,Male,Education,Remote,34,14,2,Medium,Anxiety,No,No Change,5,Neutral,Poor
EMP0383,58,Non-binary,Consulting,Hybrid,41,8,3,Low,Burnout,No,Decrease,2,Neutral,Average
EMP0384,28,Prefer not to say,Education,Remote,55,9,3,Medium,Anxiety,Yes,No Change,1,Satisfied,Poor
EMP0385,56,Male,IT,Remote,50,8,2,High,Burnout,Yes,Increase,1,Neutral,Poor
EMP0386,31,Non-binary,Healthcare,Remote,25,9,1,High,Anxiety,No,Increase,5,Unsatisfied,Average
EMP0387,28,Female,Consulting,Onsite,21,12,3,Medium,Depression,Yes,No Change,1,Neutral,Average
EMP0388,46,Female,Finance,Hybrid,44,11,5,High,Depression,No,Decrease,4,Neutral,Poor
EMP0389,32,Female,Consulting,Remote,28,0,5,High,Depression,Yes,No Change,2,Neutral,Good
EMP0390,37,Male,Retail,Onsite,54,8,5,Medium,Burnout,No,No Change,3,Satisfied,Poor
EMP0391,50,Prefer not to say,Consulting,Hybrid,55,12,3,Medium,Burnout,No,Decrease,1,Satisfied,Average
EMP0392,55,Female,Retail,Remote,26,10,5,Medium,,No,Increase,5,Unsatisfied,Good
EMP0393,45,Female,Retail,Onsite,41,7,5,Low,Depression,No,No Change,4,Neutral,Average
EMP0394,50,Female,Healthcare,Onsite,50,4,4,Low,Anxiety,Yes,No Change,4,Satisfied,Poor
EMP0395,43,Prefer not to say,Finance,Hybrid,55,12,2,Medium,Anxiety,Yes,No Change,3,Neutral,Average
EMP0396,39,Non-binary,Healthcare,Hybrid,22,2,3,Medium,Anxiety,No,Increase,4,Satisfied,Good
EMP0397,30,Female,Consulting,Hybrid,33,11,5,Low,Burnout,No,No Change,4,Unsatisfied,Average
EMP0398,36,Male,Retail,Hybrid,21,4,1,High,Burnout,No,Increase,3,Neutral,Poor
EMP0399,58,Prefer not to say,Manufacturing,Hybrid,28,13,2,Medium,Burnout,No,No Change,2,Neutral,Good
EMP0400,53,Prefer not to say,Healthcare,Remote,22,6,5,High,,Yes,Decrease,1,Satisfied,Good
EMP0401,56,Non-binary,IT,Remote,58,14,4,High,Anxiety,Yes,No Change,4,Neutral,Poor
EMP0402,57,Male,Consulting,Remote,39,0,4,Low,Anxiety,No,Decrease,1,Satisfied,Average
EMP0403,58,Male,Finance,Onsite,35,15,2,Low,Anxiety,No,Decrease,2,Neutral,Poor
EMP0404,57,Female,Healthcare,Hybrid,56,3,3,High,Burnout,Yes,Increase,3,Unsatisfied,Poor
EMP0405,46,Non-binary,Consulting,Remote,29,13,4,Medium,Anxiety,No,Increase,2,Unsatisfied,Average
EMP0406,42,Female,Manufacturing,Hybrid,24,0,4,High,,No,No Change,2,Neutral,Good
EMP0407,24,Prefer not to say,Healthcare,Onsite,60,4,3,High,,Yes,Decrease,3,Satisfied,Average
EMP0408,53,Female,Retail,Remote,31,9,4,Low,Burnout,No,Decrease,2,Satisfied,Poor
EMP0409,24,Female,Finance,Remote,50,10,1,Low,,No,Decrease,5,Satisfied,Poor
EMP0410,30,Non-binary,Consulting,Remote,27,14,2,Medium,Burnout,No,No Change,3,Unsatisfied,Good
EMP0411,22,Prefer not to say,Healthcare,Remote,43,3,2,Medium,,No,No Change,4,Unsatisfied,Good
EMP0412,28,Non-binary,Retail,Hybrid,30,3,5,Medium,Anxiety,Yes,Decrease,5,Unsatisfied,Good
EMP0413,52,Non-binary,Education,Onsite,26,15,1,Medium,Burnout,Yes,No Change,2,Neutral,Average
EMP0414,47,Prefer not to say,Manufacturing,Onsite,47,7,1,Medium,Anxiety,No,Decrease,3,Satisfied,Average
EMP0415,30,Male,Manufacturing,Onsite,56,14,3,Medium,Burnout,No,Increase,4,Satisfied,Poor
EMP0416,52,Female,Healthcare,Hybrid,30,15,4,Low,Depression,No,Decrease,4,Satisfied,Poor
EMP0417,25,Prefer not to say,Healthcare,Hybrid,26,12,4,High,Depression,No,No Change,2,Unsatisfied,Good
EMP0418,50,Non-binary,Consulting,Onsite,47,10,2,Medium,Burnout,No,Increase,2,Unsatisfied,Poor
EMP0419,60,Female,Education,Remote,38,7,4,High,Depression,No,No Change,4,Neutral,Good
EMP0420,48,Female,IT,Hybrid,49,0,2,Medium,Anxiety,Yes,No Change,2,Neutral,Poor
EMP0421,28,Male,IT,Remote,49,0,1,Medium,Burnout,Yes,Decrease,4,Satisfied,Poor
EMP0422,23,Prefer not to say,Finance,Remote,37,11,1,Medium,,Yes,Increase,3,Satisfied,Good
EMP0423,26,Male,Education,Hybrid,24,13,2,High,,No,Decrease,2,Unsatisfied,Average
EMP0424,27,Female,Consulting,Hybrid,53,0,5,Medium,Depression,Yes,Increase,1,Neutral,Poor
EMP0425,52,Non-binary,Finance,Remote,33,14,2,Medium,Anxiety,Yes,Increase,2,Neutral,Good
EMP0426,32,Prefer not to say,Consulting,Onsite,41,13,1,Medium,Depression,Yes,Decrease,1,Neutral,Average
EMP0427,23,Prefer not to say,Finance,Remote,31,15,2,Low,Burnout,Yes,Increase,2,Neutral,Average
EMP0428,41,Prefer not to say,IT,Onsite,29,4,4,Low,Anxiety,Yes,No Change,1,Satisfied,Average
EMP0429,33,Female,IT,Hybrid,33,7,1,High,Anxiety,Yes,No Change,3,Neutral,Average
EMP0430,37,Non-binary,Consulting,Remote,58,8,5,High,Anxiety,Yes,Increase,5,Satisfied,Poor
EMP0431,33,Male,Consulting,Hybrid,42,12,3,High,,Yes,Increase,2,Unsatisfied,Average
EMP0432,28,Non-binary,Finance,Hybrid,23,15,3,High,Depression,No,No Change,1,Unsatisfied,Poor
EMP0433,57,Non-binary,Consulting,Hybrid,28,4,5,High,Burnout,Yes,Decrease,1,Neutral,Poor
EMP0434,45,Female,Finance,Hybrid,41,10,2,Low,Burnout,No,Decrease,3,Neutral,Poor
EMP0435,50,Female,Consulting,Onsite,33,9,5,High,Anxiety,Yes,Decrease,3,Satisfied,Poor
EMP0436,53,Non-binary,Healthcare,Hybrid,46,13,2,Medium,,Yes,No Change,3,Satisfied,Good
EMP0437,58,Prefer not to say,Healthcare,Remote,25,9,4,High,Depression,No,Increase,2,Unsatisfied,Good
EMP0438,48,Prefer not to say,Education,Onsite,55,1,2,Medium,Depression,Yes,Decrease,5,Neutral,Good
EMP0439,42,Prefer not to say,Manufacturing,Onsite,53,4,4,High,Burnout,Yes,Increase,2,Satisfied,Average
EMP0440,22,Non-binary,Retail,Onsite,47,10,1,Medium,Burnout,No,Decrease,3,Neutral,Average
EMP0441,23,Female,Retail,Hybrid,35,14,2,Low,Depression,No,Decrease,2,Satisfied,Good
EMP0442,59,Prefer not to say,Finance,Hybrid,39,8,4,Low,Depression,Yes,No Change,1,Neutral,Poor
EMP0443,50,Non-binary,Consulting,Hybrid,34,12,1,High,Depression,Yes,Decrease,4,Unsatisfied,Average
EMP0444,27,Female,Retail,Hybrid,27,9,5,High,Burnout,No,Increase,5,Unsatisfied,Poor
EMP0445,25,Prefer not to say,Retail,Remote,22,4,3,Low,Anxiety,No,Increase,1,Neutral,Poor
EMP0446,52,Male,Healthcare,Onsite,48,1,2,Low,Depression,Yes,No Change,3,Unsatisfied,Good
EMP0447,37,Non-binary,Healthcare,Remote,52,3,5,Low,Burnout,No,Increase,1,Unsatisfied,Poor
EMP0448,22,Non-binary,Retail,Onsite,40,5,3,Medium,Burnout,No,Increase,4,Satisfied,Poor
EMP0449,51,Male,Finance,Hybrid,41,7,1,Low,Burnout,No,Decrease,4,Unsatisfied,Average
EMP0450,57,Male,IT,Hybrid,56,15,1,High,Burnout,Yes,Decrease,1,Unsatisfied,Poor
EMP0451,58,Prefer not to say,Manufacturing,Onsite,57,9,5,Low,Anxiety,Yes,No Change,4,Satisfied,Good
EMP0452,32,Prefer not to say,Finance,Remote,36,5,3,High,Anxiety,No,No Change,4,Satisfied,Good
EMP0453,41,Female,Finance,Hybrid,32,5,4,Low,Burnout,Yes,Increase,4,Unsatisfied,Average
EMP0454,36,Female,Education,Remote,32,7,4,Medium,,No,Decrease,5,Unsatisfied,Good
EMP0455,51,Non-binary,Manufacturing,Remote,58,14,3,Low,Depression,No,Decrease,4,Satisfied,Average
EMP0456,60,Female,Retail,Remote,59,15,4,Low,,No,Increase,4,Satisfied,Poor
EMP0457,34,Female,Healthcare,Onsite,22,3,3,Medium,,Yes,No Change,2,Neutral,Poor
EMP0458,33,Female,Manufacturing,Remote,49,10,2,Medium,Anxiety,Yes,No Change,2,Unsatisfied,Average
EMP0459,53,Prefer not to say,Consulting,Onsite,42,14,3,High,Depression,No,No Change,1,Satisfied,Poor
EMP0460,53,Female,Retail,Onsite,20,5,5,Low,Depression,Yes,Increase,2,Unsatisfied,Average
EMP0461,40,Female,IT,Remote,22,5,2,Medium,Burnout,No,Decrease,2,Satisfied,Poor
EMP0462,36,Non-binary,Manufacturing,Hybrid,48,1,5,Medium,Burnout,No,Decrease,2,Neutral,Good
EMP0463,54,Prefer not to say,Healthcare,Remote,20,1,1,High,Burnout,No,Decrease,1,Satisfied,Average
EMP0464,41,Prefer not to say,IT,Hybrid,24,8,3,Low,Depression,No,No Change,3,Satisfied,Poor
EMP0465,55,Female,Consulting,Hybrid,22,9,4,High,Anxiety,Yes,No Change,1,Unsatisfied,Poor
EMP0466,34,Prefer not to say,Finance,Onsite,58,4,1,High,,No,Decrease,5,Unsatisfied,Average
EMP0467,43,Prefer not to say,IT,Hybrid,58,2,2,Medium,Anxiety,Yes,Increase,2,Neutral,Average
EMP0468,37,Non-binary,IT,Hybrid,27,9,1,Medium,Anxiety,Yes,Decrease,5,Satisfied,Poor
EMP0469,37,Prefer not to say,Education,Hybrid,40,13,1,Low,Burnout,Yes,Decrease,4,Satisfied,Average
EMP0470,57,Female,Finance,Hybrid,24,14,4,Low,Depression,Yes,No Change,1,Unsatisfied,Poor
EMP0471,33,Female,IT,Onsite,43,7,2,Low,Depression,No,No Change,1,Neutral,Good
EMP0472,51,Female,Manufacturing,Remote,50,9,2,High,,No,Decrease,3,Neutral,Average
EMP0473,50,Male,Manufacturing,Remote,30,14,3,Medium,,Yes,Decrease,5,Satisfied,Average
EMP0474,35,Female,Consulting,Hybrid,35,15,2,Medium,Depression,No,Decrease,1,Unsatisfied,Poor
EMP0475,40,Non-binary,Education,Remote,37,13,2,Low,Depression,Yes,Increase,4,Satisfied,Poor
EMP0476,53,Non-binary,Retail,Onsite,51,9,3,Low,Depression,Yes,No Change,3,Satisfied,Poor
EMP0477,32,Male,Manufacturing,Onsite,54,11,2,Low,Anxiety,No,Increase,4,Unsatisfied,Average
EMP0478,56,Female,Retail,Remote,58,15,4,High,Burnout,No,Decrease,3,Satisfied,Good
EMP0479,55,Female,Finance,Onsite,36,1,1,Low,Depression,Yes,Decrease,2,Unsatisfied,Good
EMP0480,49,Non-binary,Retail,Onsite,53,10,4,Low,Burnout,Yes,No Change,1,Unsatisfied,Poor
EMP0481,23,Female,Retail,Hybrid,56,12,2,High,Burnout,No,Decrease,3,Neutral,Average
EMP0482,38,Male,Retail,Hybrid,27,4,2,Medium,Anxiety,Yes,Decrease,3,Unsatisfied,Poor
EMP0483,23,Male,Education,Remote,20,11,3,Medium,Burnout,Yes,Decrease,2,Neutral,Poor
EMP0484,29,Female,Education,Remote,25,14,2,Low,Burnout,No,Increase,1,Satisfied,Average
EMP0485,24,Female,Consulting,Remote,33,14,1,Low,Anxiety,No,Increase,1,Satisfied,Average
EMP0486,58,Male,Finance,Onsite,35,5,5,Low,Burnout,No,No Change,2,Neutral,Poor
EMP0487,42,Male,Manufacturing,Hybrid,34,4,1,Low,Anxiety,No,Increase,5,Neutral,Good
EMP0488,42,Male,Healthcare,Onsite,21,5,1,Low,Anxiety,No,No Change,1,Neutral,Poor
EMP0489,39,Non-binary,Healthcare,Remote,21,2,3,Low,Burnout,Yes,Increase,4,Unsatisfied,Poor
EMP0490,45,Male,Healthcare,Onsite,29,8,5,Medium,Depression,Yes,Increase,2,Unsatisfied,Good
EMP0491,53,Non-binary,IT,Onsite,33,5,2,High,,No,No Change,4,Satisfied,Good
EMP0492,43,Prefer not to say,Finance,Hybrid,42,11,4,High,,Yes,Increase,2,Neutral,Poor
EMP0493,24,Prefer not to say,Education,Onsite,38,7,1,Medium,Anxiety,Yes,No Change,2,Neutral,Average
EMP0494,44,Male,Finance,Remote,40,4,1,High,Burnout,Yes,Decrease,2,Unsatisfied,Average
EMP0495,39,Prefer not to say,Education,Remote,24,4,4,Medium,Anxiety,No,Decrease,5,Neutral,Good
EMP0496,40,Prefer not to say,Retail,Hybrid,28,4,2,Low,,Yes,No Change,1,Neutral,Average
EMP0497,41,Non-binary,Education,Hybrid,57,7,4,Medium,Anxiety,Yes,No Change,2,Unsatisfied,Good
EMP0498,23,Male,Finance,Remote,41,13,4,Low,Burnout,Yes,No Change,2,Neutral,Good
EMP0499,53,Female,Retail,Onsite,40,13,4,Low,Burnout,No,Increase,5,Unsatisfied,Poor
EMP0500,52,Non-binary,Retail,Onsite,47,3,3,Medium,Depression,Yes,Decrease,2,Neutral,Average
EMP0501,58,Female,Consulting,Onsite,53,2,5,Low,Burnout,No,Decrease,4,Unsatisfied,Good
EMP0502,56,Prefer not to say,Retail,Hybrid,27,13,1,High,,No,No Change,4,Unsatisfied,Average
EMP0503,34,Female,Consulting,Hybrid,33,13,3,High,Burnout,No,Increase,3,Unsatisfied,Average
